,row,total vitamin d,total calorie,total triglycerides,potassium k,linoleic acids,thiamine,vactochrome,sugar,provitamin a,saturated triglyceride,total saccharides,total folate,total nicotinic acid
528,"Bulgur, boiled",1.0330821017227008,454.17892041054455,3.1831543110822715,73.08894358203318,,0.23719649174376067,0.03798784109931784,9.254424189877906,95.2830565733432,5.436595460252938,18.834817177864977,28.10322791622474,1.663108784507127
497,"Ricies, Sanitarium, fortified",0.5664032394644599,1517.8745190973045,3.2141313351847796,5.966907389455443,,1.380875522450038,0.521778041127339,1.4218845776206823,152.7510992825104,2.8742285297941272,67.07656628568446,6.010283650665517,11.869360101448311
500, Hubbards,0.644790332015705,1463.601347875141,0.07748511952899584,518.3985383308561,4.616763061278862,0.4779735899189203,0.5605620456186902,26.394601419968705,23.667012160379127,1.112341345941326,59.066150457999136,8.992649482316374,0.5989608091000114
766,"Milk, cow, standard 3.3% fat, fluid",6.869509597795922,384.1367810429046,9.450613961889635,201.7641626297849,0.6392640335848537,0.20101122213022649,0.40708343610787623,7.298497242461302,30.333955029528013,5.34827040957634,1.7574511333224003,12.32584875210325,1.3021387999432843
1967,Sugar,1.8695450121432546,1565.1448208803467,6.918254159795272,19.156720756560926,1.1769034369084281,0.4276402836348322,0.0024195363953658554,100.8991543735427,73.20153037116424,4.377540375876902,103.33770568237684,15.451189207288536,4.132716729512009
874,"Chicken, crumbed, thigh, fried, Kentucky Fried Chicken",1.0116204673631264,1500.550007335425,26.250838800205532,222.75543536316252,,0.15030454577405228,1.1523421900953368,5.908272413094205,28.242932568429254,13.538646591563944,12.066375320448367,6.001372103763658,16.106528046206705
894,"Curry, Indian",1.4992447610585093,702.0812435280789,20.28718826946952,421.5409726879119,2.514927211270397,0.022763102497798976,0.10923437606966518,13.307168200410368,156.85747217220413,2.362673720192027,4.162736602929835,22.864322235185398,0.39154508795633713
1584," pan fried, with no added fat",2.716572106737095,895.6569002441097,3.170837168996993,185.52575197608334,3.247144100361067,0.30429844019725977,0.7982334499994261,9.419494910958033,38.37060371021283,7.191968529793402,6.276622672205613,31.81733078714984,5.608324052574231
417,"Soft drink, carbonated, artificially-sweetened",0.31668456756941016,14.060474069476822,9.217923891679172,14.734920576600159,6.448507031410601,0.36098783960687725,1.0832679572661439,3.8330286639659605,48.19196015728936,4.988314081773241,7.080568194439421,13.12775925303033,0.8019752491103015
1352," hindquarter silverside, separable lean",0.15422618458972034,805.0930111925176,8.962632334656323,391.3457792342091,6.416124077933093,1.108278824484949,0.41971087452525124,1.74405376599931,12.984080170579894,2.927665270717814,6.44786267524213,53.9597701831971,6.930585633041495
821," chicken, white & yolk",2.1392530838371884,913.3794678630381,20.84444662310593,129.06578444285287,,0.0079035355358969,0.38924141898753906,0.452996460481318,15.751580734212897,8.917415715765268,1.2741682639407705,111.73074517295393,3.071423721656072
526, boiled,1.9915040865988327,542.2715444979375,11.825818245811606,47.8442602685474,,0.4188431307156932,0.5555644982579331,10.742521440710178,3.8435809447467326,3.808633690569487,26.64961415386391,44.33511637774289,2.5758108827813677
1307,"Tamarillo, red, flesh & seed",0.0862709827814944,134.90062026690828,8.568718283892203,308.83601538801116,,0.9022088301754971,0.43717361935613014,5.2222816968391985,1159.3437431017396,3.904781017617046,6.872457854622053,32.02336352178172,6.2705258393389665
954," premium, baked",0.1450918349319634,892.9644294043042,11.57095642490044,236.13820873800694,1.3785343726306332,0.8876075396762363,0.5648978055180142,2.96385780741056,219.8859263219688,8.544964978789032,18.4966076884827,10.931721758687443,9.96032515503532
1446,"Lamb, mince, stewed",0.8026736074329339,903.0066432754126,7.2481917672381435,161.34768444157564,8.238571515788555,0.6440946055874694,0.7220764916557134,1.0186634557148302,181.4014191245372,4.870485589879821,6.388620350544113,13.949226048184668,9.579237884581165
928,"Fries, McDonald's",0.8803166726740539,1548.6011608743927,17.19690905546317,610.8904385394216,1.133848597732428,0.41897590385270034,0.09878324502511418,9.907737505238769,67.27207217480341,1.4805314825890865,31.366609825482637,34.15444403355438,3.882124841201626
780,"Protein powder, 100% Whey Protein WPC/WPI, Balance",1.2986217114627903,1325.3008528158991,8.251649859880345,712.7434662724472,1.5647102383512883,0.8568954157749807,1.6497051024446492,12.205543908376477,34.94169548114792,1.0341974572894674,23.50441285429227,436.11953105699473,24.87525147193929
1938,"Ice block, frozen",0.05490287420692936,168.92945065715858,12.722314633461172,4.9106825284101365,2.755680283881663,0.032334983826592625,0.6367261386183121,21.72644358579143,35.97939066471489,4.974631628143411,10.040582677945427,8.473645990956953,0.8142894122843592
607,"Rice, creamed, canned",0.18239851652827582,476.2104306782213,10.434389867975412,142.6139066985819,1.6533066370158023,1.0886956389072169,1.0238534286659724,12.883368842504694,78.23045756311912,0.34274024567018624,12.815753822816546,50.9589246582361,0.30004374511611265
1346,"Beef, hindquarter shank, separable lean & fat",2.0878697506798303,822.5034949366037,1.2447097811347305,190.41889483999537,4.3636824216670265,0.18743221527433407,0.676389048552807,2.566822087949785,62.218756660902486,4.791043362652087,5.805073553696236,18.67855753330435,9.2665648542386
471,"Cluster Crisp, Sanitarium, fortified",0.38784906350906206,1550.558954492584,18.825308737789307,211.9584967934936,0.6014617691995419,0.3206128006044664,0.5735648480909595,36.32327581286491,51.301922893038686,2.4174859291948114,62.53590058499228,150.2008628549654,6.912763490172122
286,"Baking cocoa, powder, Cadbury",2.245829815387691,1408.700135096537,21.67004469491293,2714.5271580966087,0.40243250910208006,0.32010499678665527,0.3925004182167983,16.880269686640894,59.833947440966824,7.947652392401456,11.449169038741188,62.583939452957146,6.301026888335019
1338,"Beef, forequarter scotch fillet, separable lean",2.3079777019028356,1028.677109055768,15.860652370566807,310.16673562711566,0.6582852487804839,0.35616885079217475,0.4853041106828129,2.5997702097586104,69.02812614818518,3.366628457434159,12.24211522220676,62.18039249823965,9.763694562513946
1574,"Sausage, lamb, grilled",1.1956453810772396,977.6722038447318,17.30506406919023,218.8548352592708,0.20791858866266738,0.33669595234964317,0.345642834643398,7.454301529533265,17.161308517208866,2.596454636763484,0.8866332152395422,28.363853926652887,7.865916090367893
1739,Sauce,0.41562249484932134,143.5875370067452,3.1649168266196885,254.31511356180297,,0.2367622417523337,0.013271376629784018,8.566305651665452,15.986895447391536,0.34886823878150985,6.544168267591496,48.34794417902862,3.928692418335398
1283,"Plum, cooking",0.44472982135685385,169.75392584901869,9.9594524542729,182.72910391151092,,1.0221373138375325,0.5582416720790513,12.053267993090394,218.83918594449474,4.0008155268805465,7.369049476880624,15.214625645899282,2.232886979744018
1413,"Lamb, forequarter rack fully frenched, separable lean, fast-roasted",2.43525214856782,658.9101963480603,1.7687301927535861,343.68923232599826,3.4131556946581276,0.7381325157647971,0.9333227580603282,0.3921482369737494,85.1138933764586,1.273601450057443,0.2928796431412044,2.0688265470994214,8.944412727131754
2108," boiled, drained, no salt added",2.20275906344477,22.162441305527096,2.388164522823239,124.24615139480743,1.8402571963224703,0.5894516086394201,0.9004459444085561,6.13557124126087,21.43661153849447,6.2053278441515864,0.4422086744568312,39.27668892912644,8.168391724026039
629, fried in sunflower oil,2.9970942209431577,1715.121252275607,31.7808307833032,575.9662553337209,,0.007942282073179471,0.18902419051930255,1.6714226706121305,31.538813358595164,1.4706580867927572,16.812268253803342,72.43868297952244,7.732992687640159
713,"Cream, sour",1.3756886381201707,999.7833395619438,2.8249978730659855,86.95438991641943,,0.3031851880950503,0.25850813473131434,10.843736805476919,7.3460614141851295,12.902560538955303,1.7543739045360214,26.48861193055544,4.121655819071493
884,"Chow mein, beef, lean & fat",3.8110948173828323,623.5052945415404,12.847805177725183,136.1278652438739,,0.32585575384070725,0.13604455142116634,10.108650476087611,54.54201851420647,3.552176472976551,3.803256170624854,8.732550053757475,5.9556172644212735
1871,"Soup, chicken noodle, instant dry mix, prepared with water, Maggi",0.9403199579452775,85.6798041220737,7.266060932027808,22.31877164760023,,0.49085817884036786,0.13727510413450567,7.651372791287069,59.631951450183806,1.768134483525297,3.3470097106802528,15.39971802444521,3.070349865065796
2265,"Taro, flesh, boiled",1.7201774028731305,593.2015130102535,7.070165388532473,439.409596349946,0.45753065491457934,0.2900824065984683,0.2151849856673501,1.0162408398932432,117.99925787586767,0.08557309092527576,23.372179151077834,37.24106163842224,2.6609377534583767
1656,"Nut, pistachio, raw",0.8901285526673988,2398.0114675458512,61.07580690198899,1129.023235609782,,0.05180404884293144,0.8135309212854935,10.668666278491315,106.45407623340107,6.703176268293358,19.267087536239508,55.37028453023904,5.164877538015929
41,"Biscuit, peanut brownie",2.2191419664661427,2052.76358158443,24.012400836737527,160.72290734112778,3.6634959808200405,0.9085487438567583,0.1726167750457376,40.72446873473382,29.777969002829035,13.965038445327234,61.61311706148932,14.587438034573053,1.2018746904047082
605,"Rice, brown, boiled",0.3271032230880908,504.08047715618113,3.30181349902435,18.944027387182643,,0.4044066980739035,0.9661212029217365,3.3302655282304054,4.865829245318504,9.096987889248894,19.553178736597147,18.693220236250923,3.220476842874916
1861,"Soup, bone & vegetable broth",1.4070435935465446,272.9799354524652,14.941213667945933,5.8511991343948395,,0.3547556386090036,0.32513716905679263,3.653690313575315,357.8177114081862,2.869224991793738,0.7281930036886954,22.10754167894753,3.9761492783524943
51,"Biscuit, with cream filling",1.3275284647860917,1923.7894189807866,23.352794807155554,126.40909634966911,,0.04502951352704204,1.6946968301157161,38.116931825512324,31.6504373086918,9.003926860842926,59.34006495891975,12.899845848010282,0.31122780982921583
948,"Pizza, Hawaiian",0.08282069492487332,950.5469096589703,6.610479746723313,242.34163630313282,,0.3531226092020826,0.18438076388434455,12.789701964383548,23.60198784420158,5.365060302909686,35.26341882363284,1.2270851976733042,6.674079742964487
281," white, sweet, dessert, (11.5% alcohol by volume)",0.9764396382692339,602.288612820794,4.7043623346935854,95.07586037301795,4.299064587351953,0.2962110162112131,0.11595914877323588,22.166452194620504,89.77125863492235,3.3815820952362023,17.103820830679876,41.99094487231187,0.539597465529682
1955,Marmalade,1.0738245061035838,1178.183919018112,6.635076867075104,15.173248657903805,4.514056482513652,0.08502526005643017,0.7483484545613204,66.68122533305697,183.98413580806812,0.7484547166715888,67.28809982141645,63.36583585471885,0.5913280465436301
315,"Coffee beverage, mochaccino, double shot & milk trim 0.5% fat, 300 mL",3.2627029496709774,172.06560907885026,3.765514969440728,214.10929570015918,0.8654416616440743,0.11339057157849021,0.055481741652256694,12.072986926349376,115.26164179753543,0.8970380255877544,4.696351130756263,75.7653553871441,2.864520656915548
2200,"Potato, wedges lower fat & salt, baked, Wedges Crunchy, Pams",0.7626026060369442,713.5608422226912,1.3929649389535652,603.505881354995,1.563606943615471,0.6031170253438846,0.1313226215586772,3.2994299951214434,116.63186322663977,2.268108871125653,29.884002481337973,21.53587194042656,4.255428800080811
727,"Fromage frais, assorted fruits & flavours, Fruche",1.7533437731374881,190.89587923980366,9.275330164838023,71.96088547723863,,0.5911019679088222,0.35992695338651387,7.923973125817987,18.903520678870592,3.184036349432492,14.59682585674916,4.108189732156724,1.9853379056392317
1867,"Soup, chicken & vegetable, heated",0.10220074318937004,86.2967720287065,4.3389771423226575,3.41598940428554,,0.9259847177592557,0.1236722773517263,5.972306393527733,51.58683601881404,0.20170050229735,12.611764711826265,37.028927525225996,2.0361341274538214
1115,"Tarakihi, flesh",9.52074123317632,439.530838980603,17.393201457190827,664.0566007537208,0.899830713906471,0.24151125817738617,0.4826577486795103,7.248596782497923,32.44005025098402,6.774684187823765,7.0520676397328295,27.886442607122113,10.116628691153329
53,"Bread roll or bun, white, fortified",2.180177326719229,1052.6234267266323,5.642715337835593,124.97716168327548,4.938950111356399,0.2352213923841988,0.5249006843620477,13.252239922303755,63.34115686392343,0.13858818180839372,52.58499518066267,196.28100115581674,2.396693563555787
2152,"Onion, flesh, raw",1.37608028213937,277.24553503470236,7.255995403495694,104.35516634156134,2.1847242812462735,0.3302901513709857,0.8619978149169572,4.115935546669133,51.88441825196864,2.6173566635844505,6.00185975489417,18.023108565275255,0.5127225729049989
288,"Coffee beverage, dripped prepared",2.18660726463673,251.1998299848366,4.032056759569756,46.583245652540676,2.763913676811782,0.8871789783444103,0.41232785251163206,12.941138605161738,126.67216380554538,4.526489826061041,4.353191857146458,49.694577551875135,1.7927433983137706
1235,"Mango, flesh, raw",2.621432322350491,245.02266289359284,2.1275364690399754,125.4370780179594,,0.722004889349199,0.5658871636484047,19.97387677530015,1152.5590783578127,3.0194994611814696,34.84082909007174,100.6469748933244,0.08808192110672503
2283,"Tomato, Wattie's",2.176108535490412,141.25790532591571,12.597464872356849,408.96160544840274,5.4057771940841315,0.025888604861372178,0.5553444810360028,2.680113072049863,494.18315208710936,4.447497004746432,9.598843933907302,34.36917236404521,4.690162445283628
2032,"Brussels sprout, boiled, drained, no salt added",0.09676519958068908,143.8414412926095,13.927159139536872,355.7511917178469,4.169815007750639,0.3064335261700716,0.4767066669515442,20.063689951212,46.872009386743265,5.791436019009055,15.208635097946381,29.933638939039238,4.4606378157913715
1431,"Lamb, hindquarter knuckle, braised",1.7751049843926328,906.6387534993654,5.0881830341540955,350.63655815190515,1.5029216521052389,0.43680624243561195,0.8900575639224283,4.875740632210041,229.8285303468359,6.034785053863067,1.209897093605073,69.88809838747751,5.839195280595473
1047, rice bran,0.6635237763059497,3723.3747365269555,95.86928459545437,35.88098000136231,29.235199523595174,0.6407575278585552,0.3725490414225637,4.795868998637837,13.117929299330969,9.652459239502845,4.863573703508404,46.3095383488332,1.6060906618787885
327,"Energy food drink, dry powder, Nesquik, Nestle",1.992187148852374,1631.7925169662572,10.868861503838248,54.93200106507789,2.129535031896765,0.010387153775983978,0.46857621621649403,73.55083199954667,55.5514841289368,1.2065598249252076,77.0783904251671,42.651120382323654,4.356158932091176
2127," Owairaka Red, flesh, raw",0.15475491712203995,278.65728320617507,4.790021846556874,521.3195343651955,4.592602857495149,0.2077586705440683,0.46916122674137234,1.8932164742373745,8.284007619994327,0.3781146793554728,31.827693923531154,46.30867037127191,2.2123738163018385
1495, roasted,0.7140317174191493,695.0826324196724,5.668601358974133,175.20731738681738,0.7922937664397333,0.42790635211001515,1.0446313546106258,0.7129027909133904,43.78069356987844,4.0786511032339545,4.671853843496625,9.824636005891747,11.830361648278666
1242,"Nectarine, flesh & skin, raw",1.0174259199176294,187.13830306431518,3.087419276647987,202.67065169696048,,0.23251733184290793,0.7158121905889503,6.875152380704442,359.9657911092405,0.5437792915919764,0.8423019735453341,19.94639171834524,2.560392556644693
977,"Savoury, mince & cheese, heated",1.7581101480598023,1210.3614078395076,12.59718481737246,94.60665528108049,1.1425228129575922,0.13282219902157769,0.06395051816380928,11.18358798219491,24.862172277204962,6.030669575653068,22.491353419711597,37.21880617392945,7.862704639223841
1493,"Turkey, lean & fat, roasted in oven bag",0.6686662366430678,711.1118981170998,1.518219438538695,263.9320862354047,2.7165855496115023,0.8800705764476912,0.8695388773342082,3.6736192364658806,37.115154349125916,2.368709656467765,1.99573756188963,65.66417469895823,17.539419637225418
1520, roast beef with roast potato & vegetables,3.6927034620649337,392.1005048184942,5.154799912920389,211.20706166254138,,0.010706847446365575,0.14535737720755276,10.352471657720843,404.0673432039745,0.7664974952360781,34.15204053635267,63.163324191186035,6.771566595994455
750,"Ice cream, vanilla, standard",0.3780536177933136,692.3073452682864,14.800269530768748,95.59895623495662,,0.012561320618372333,0.2232285653743705,15.945670298774848,73.82525468768571,4.508819828933241,23.238820590685055,10.87383957626528,0.06236847682708102
910,"Fish, cake, baked",0.5884101943334374,1073.525683522099,14.378343521491113,145.82950650986737,,0.07508048573847137,0.07303788179597527,7.059664265364884,65.66523843616714,0.29805729081319754,20.458604194983533,37.07605325952539,3.808790248293591
179,"Scone, white, with cheese",5.279687625804362,1154.1883587472482,0.05561613548936428,115.8465338590428,4.2425386839920805,0.4005757526734589,0.13127054512070535,2.165940960272489,104.62376825557553,0.8236891974343195,41.718668605246,25.229073777293298,2.452942568959234
926,"Fries, Kentucky Fried Chicken",3.89416300038046,1005.7645078876062,0.35159915768634953,608.7423753503429,1.8690040422412324,0.08233064268928868,0.0275417107973457,0.7643182409069494,12.625376792499702,9.782821613209759,29.896613320474728,8.288545641239757,3.026175272150547
752,"Milk, condensed, sweetened, skim",1.1806741457267045,1220.835545566546,1.9829074900968016,452.5223792491747,,0.9180595131459542,0.5858998844169326,53.48796045205455,119.37160658250389,2.374101066573582,50.49553732304968,11.008218592705559,1.8372896804747447
1015,"Margarine, light, monounsaturated, 55% fat, Olivani",0.237800843615357,2110.471505017658,68.1037971802565,38.42606503210966,14.37262722346713,0.11690891129252365,0.13922841247563836,7.405560903780166,690.6851674418431,10.332164720049102,4.218057972243531,81.82132885036064,1.8372515038941881
297,"Coffee beverage, flat white, double shot & milk standard 3.3% fat, 285 mL, cafe variety",1.5804650627854562,84.70864176336607,0.7983599092145623,186.20390689325893,3.860406196885858,0.6427201975675169,0.22587314536212927,2.7272561334306724,50.92961568789053,2.489380301510797,19.51243421493837,29.958295308493362,1.1337903034012569
331,"Energy food drink, dry powder",1.2683250798448706,1589.7370557176728,0.9467681736997702,849.368757526171,0.02585343440915802,0.1360478032972001,0.00783783251415264,79.6872029123129,115.29589493493816,6.466123863197194,102.57933859748593,49.22927542532862,5.144411940767616
1409,"Lamb, forequarter breast, separable lean, braised",2.8291468815947725,1309.8615896497531,23.621489197248877,156.8435069384059,3.307771487665734,0.275566989714621,0.0033100805916293774,0.09070889889311932,25.54389266389376,7.301178561085441,3.5554827634226465,0.4761009269266062,9.350950150609089
944,"Pie, savoury, egg & bacon",7.034320073685634,981.9776930321924,22.833501117890428,163.04162895958416,0.9433177112859037,0.41553918908095855,0.5286720532639135,7.003981953869807,9.989998234040854,3.7238400491320953,16.07870658915084,26.56348583791798,4.460804366081037
1456,"Ox, offal, simmered",2.8106462889314403,627.7208468662882,4.287002038147853,171.5429066857554,0.4757580391606835,0.3322121566107854,0.7181357348424224,0.5192588110498266,184.1305231745578,5.697158656512576,9.947584343669002,32.418116389864146,11.018326804880331
49," with coconut, Griffin's",0.7761046881168189,1559.8880987686214,15.078344878435821,131.0252644453618,2.3343748550078507,0.5666308103229831,0.11913535074157677,38.1662462550287,21.38304784866502,12.070539272942838,67.13764721821775,55.62999814711889,2.20999456505018
1621,"Coconut, flesh, raw",0.1639541940810421,1400.4787177270869,44.338215221758574,390.4705943151064,,1.2231695113257577,0.1722796668138334,6.926225845954258,60.180127738533095,35.33191384768963,7.568116061386723,48.731481445376254,2.6421278508328188
2210,"Pumpkin, Whangaparaoa crown, fresh",0.07294185383183441,138.11276171895346,14.436724225963813,416.3329207094903,0.7022071786211135,0.6226919796580842,0.408247181067808,6.374645078591921,1255.99392706554,0.6452784324354359,0.3561174476735083,15.685274877627387,0.9395801686733805
1197,"Fruit mix, dried",1.6791605407024024,1285.0280726740148,8.443954539020865,460.91334112686945,,0.23869260956920194,0.2647713668685726,73.46787603900017,57.54667089981976,1.9352749244356717,53.27464523567576,5.655038262021012,2.973499551426828
625,"Tapioca, pearl",0.9134566589460479,1259.0338757866803,11.795015360102122,51.86665332180273,,0.4731871093076998,0.3803065763444001,6.398434793211757,48.086549763864916,1.6915968438908144,80.32328818139902,23.557712549078076,1.8489863693928712
1795,"Pipi, flesh, raw",4.784325613952805,180.90035820925564,1.0679569282328834,110.32756510914507,,0.3907020480621892,0.4270659339480601,0.5284025276388233,156.03670290989095,0.7930573006183186,7.101327131550008,31.438146460396524,0.5883879326439279
361,"Juice, apple, Fresh Up",0.46126983700172464,287.10902117995533,6.646785725984622,56.86335269597494,,0.49611613576496283,0.21113435573002207,9.961524597279881,27.10649670904276,4.302506269425745,18.94177745899638,61.717334375945114,0.8029082125182847
31,"Biscuit, White & Dark Chocolate, Farmbake, Arnott's",0.06883418441468246,1961.4000457358104,24.39687680329794,183.3986149697333,1.0279160400845424,0.2823785189938709,0.335959241968084,39.58685356147448,225.67991084393944,9.830207097745673,70.63978704935032,30.56732889059024,3.8199412330114337
609,"Rice, white, Basmati, boiled, undrained",3.1644522138832047,531.2156433465784,11.692402915641113,16.155532884311434,1.443210198636443,0.48788143761096914,0.6393951735998973,2.4185839633424098,11.390404879590522,2.6068624271716794,9.910208512224507,12.317910635994817,3.0255731996562885
1973,"Sweet, hard",1.5787322367164032,1456.7587093811376,5.748395396134415,8.874620101218815,1.514201861940876,0.6521874875829436,0.0454313377122525,74.59330961613092,26.304526402002054,4.815650390215923,94.07851621137414,28.271590878292454,2.938274192985088
1127," plain, salt added",4.001263144537849,443.3722594826931,6.625478374371458,290.6991489672657,2.097874229545048,0.2168265255227471,0.6341832137596763,2.3355986074370056,29.693558429386233,3.9958807343077396,1.313634099148606,12.36516644585359,15.535000851138943
567,"Noodle, wheat flour with egg, fried",1.989003843119755,683.3471168207583,17.271558074763572,17.638668666247618,,0.0505344959532797,0.06127159672541146,6.539433474199602,18.42184479529732,5.749701370040871,4.552031398903747,13.882837975087503,3.7097853843713247
2251, creamed,2.0592820119582216,367.68686497556416,5.254812648731898,99.41565881459364,3.166056748564026,0.6995867251771787,0.054510316792100576,2.512939382987873,48.31517971263473,2.1497409757557104,25.76552939225516,89.03646612805787,0.9004654103699326
245,"Spirit, vodka, 80 proof",0.11255073030854047,1006.2305759301809,18.403158110550248,8.167686187724867,4.8721546455381395,0.03189328215909071,0.7983492169752752,0.4522413351239805,175.39496043483183,4.986445561420726,6.502013141743786,5.783691255232712,3.4656311120806578
1562,"Sausage, chicken, grilled, with no added fat",2.239177896936648,833.2988282414075,25.732331619078533,186.30186060248224,3.417405047754497,0.46986986349306736,1.2391898223753506,0.9594190608396772,15.980724169056383,3.1483953544344794,11.256956899014941,19.418083936316226,6.036042442095952
687,Cheese,0.012256073917273815,1100.9877196585535,34.63513894559672,85.09383672564888,2.0262229636026974,0.0013148429032228612,0.6217699641893485,15.489987418012383,65.57963339588153,14.81823985588634,1.8865622870993732,0.75435347541152,2.392261260421829
811, plain,3.989354956947541,354.83417643097005,11.462230234520238,293.5053338871078,2.196079367788178,0.1728070181479955,0.17704539039139922,1.0893690742707611,10.076348625511672,1.6347664927069376,13.491823345433033,29.962492252726733,1.195401850270438
1071,"Eel, smoked",24.451566544371058,704.0857015801964,14.632077287042115,413.04731721121556,1.8996723962208386,0.8906997611742851,0.8553751732495438,4.317892572291168,42.36398924205637,6.557323542241832,11.640267411164292,14.331351249993094,6.31692602106735
2154,"Onion, flesh, fresh, sauteed",0.23620510690351718,322.8310194679468,2.7470545809447726,173.52817400986157,3.1306073952855487,0.2401790522152427,0.4035795206580791,7.0886087574697285,42.51720371550223,2.841533852513601,3.1088893358599234,9.926144994356086,2.158043258180698
134," rice, seaweed flavoured, Sakata",2.2716983672028515,1466.6459204616888,15.188238985750875,272.4972184682981,0.13068082290489846,0.4391654417474728,0.34824865952379697,5.945946801378589,202.86378261840457,3.4073377764377932,71.23197521943192,0.3793715784846654,5.504161642754138
1645,"Nut, mixed",0.23495907317929351,2494.418933916372,51.39813327456757,522.7315262490869,,0.2510104051255563,0.5539965025264444,10.596776129858364,151.94794495766217,7.935333917004863,9.172842800939861,49.88039076008612,11.296754805769618
104," pita, white",1.4136658107015945,1129.374451280443,4.417858274829436,126.11692005833322,,0.07995003471985862,0.41051292620674973,6.727427484246861,3.518181742202617,4.136286257583863,54.364879970879414,101.61465361693216,7.503141442621469
1727,"Dressing, vinaigrette",2.253461491157311,2016.4264666076003,38.808364947475724,28.02285031212285,,0.1633476082742982,1.083161033824897,18.376241871149283,17.796686622953608,9.685275113778204,14.118993337618548,29.874439825102158,2.421851347593309
1701," rice, cocoa & coconut, cooked",0.5276349419658402,633.7326406140309,18.812307720867658,143.5591550539363,6.675607997352452,0.24553474748769483,0.0777253083019789,19.14975204121733,12.93317800632427,4.526066750633131,27.171251214641845,17.888190151051646,1.1873899285381058
222, sweet,3.6836080395835875,34.795801887431566,7.035795159574525,168.205118303819,5.167318532713743,0.39147157110396136,0.026200712841979133,0.3649550682594911,72.39824527852753,2.2668710541319186,4.035701573318282,1.447187544050449,1.3140815125993117
