,description,weight,sodium na,total C18:2,total energy,total starches,potassium k,zinc zn,triglycerides,total B-carotene,iodine i,total iron,total vitamin b6,cobalamin,total protein,total vitamin b1,total aqua,total pufa,total vitamin d,vitamin a,total sugars,total dietary folate,total fiber,total saccharide,L-ascorbic acid,total phosphorus p,total cholesteryl alcohol,vitamin g,alpha-linolenic acid,total vitamin e,total selenium se,total calcium,nicotinic acid
2122,"Kale, fresh, raw",100.0,4.719652409527015,5.555475115567399,308.92232957055444,0.406340921534886,325.2206832772414,0.20898407175513395,7.211424937607457,3238.2356116972683,4.810441518326286,1.1354151405507107,1.1177620657073493,6.685918140837373,11.754693999868866,0.12055422707751327,102.39223875234396,1.3382419909246654,1.0715679075758824,604.7657979321198,3.8799010174108965,201.0636489377921,7.368095332172114,0.36402043876399703,70.57309242840454,73.10704228396199,7.295367865335426,0.3490180022436244,0.8628805933833585,1.3010112367361413,4.603454668057656,288.44232699952045,3.869573151537167
457,"Tea beverage, herbal, brewed",100.0,103.45768819333738,1.0218825892353722,117.48883053581409,8.005724359485985,23.212191849087976,3.5763581560297615,1.0295273839602004,26.267933290349,63.74005443613976,1.1101704019723442,0.9245283212498198,2.682919654656922,1.93929375350718,0.7267902614070815,113.0446685417399,2.5470048553078164,0.36221218181716563,42.604114061517954,3.3086438572232244,55.04420042671812,3.208640195832119,4.340095506195394,13.718054366329069,16.682162071443045,23.058796787450852,1.062547245623364,0.5617335857434426,1.204553406911483,4.56965650660268,1.6586142537331563,0.055750796929538556
2208,"Pumpkin, Whangaparaoa crown, fresh, boiled, drained, no salt added",100.0,18.05251593823936,2.2499177276481,203.94194425213902,5.765998118572903,374.4347281870099,1.5356629923511476,8.581656770460484,1225.3723173742458,51.23562955694148,3.449599320127815,1.9937742973413666,0.4456525653225359,3.669742253271268,0.11981275427945838,77.89320374964005,3.75906927038533,0.030245754550053475,141.32111631901114,14.999354098463233,52.62605683507137,5.873944696955812,2.631808821626718,3.2383387584963437,73.67341146247121,0.6824386598757293,0.08165726373187633,0.20465288726605246,0.0878471711687141,10.224794853307383,6.546799282067397,0.46083644513550603
329,"Energy food drink, dry powder, Chocolatte Frothy Classic & Extreme Choc, Jarrah",100.0,1608.3748626665476,4.2389139538256595,1314.3093429322455,11.181890537165849,2145.9190818615384,3.555517054455657,9.971418004493847,4.68434812057756,71.46536599565088,9.09213976834975,0.9306069597637914,3.8371536859076567,22.185776706661983,1.1837506512249916,2.9294446601852138,4.462113043322737,4.660987594453524,7.118679517811972,27.89157190926712,26.611197903215725,14.276440616663654,53.47447414464646,9.593243048077971,1487.9267681636766,13.588222675957546,0.9644532652324035,0.27129833610794296,1.2847859426894206,12.169127316930744,929.6968608891941,6.361083059982126
251,"Wine, red, (13.5% alcohol by volume), Pinot Noir",100.0,11.840811609808508,0.9318659804758714,343.5856108419631,0.32017375889522165,119.46447484463218,0.5002975603037829,1.2751359132649256,130.4710232485308,18.35347937739209,3.84231106425326,0.05726342379289956,0.0595188615363484,4.868398011420255,0.8030248982830649,99.7145005086703,2.5894549403327582,0.7208908554606657,86.86479536245687,2.828962453601663,12.582495570642191,4.6928919033294,2.5532643790479685,5.02251473869979,41.75213114052718,8.104423249505992,0.10694416480604654,1.803564459078622,7.68967196829501,9.54861653938552,35.914346075143406,0.6899664568869681
1100,"Salmon, king, fillet, skin & bones removed, fresh, steamed, New Zealand",100.0,172.42023639085414,3.1896626594457906,1359.4717012743486,8.507777505764471,273.74741343565734,2.3018357227987427,21.7435861728178,21.001230700277514,34.675008537587594,1.668774478165126,1.0641029620775142,5.000819883642812,24.527114922866186,0.8005820545610237,58.26619785240322,7.240533313259846,27.381057673772176,132.30314956432306,18.956089959311786,4.331374031431021,2.74544142451397,12.020091908681152,13.493359000695156,238.9441026962093,52.080860408730416,0.5413315846909668,2.1505298047953847,4.544887483555277,17.956028748724435,14.507994279012228,8.681635101236683
153,"Croissant, plain",100.0,529.4333772019494,4.847730394208872,1665.5495750672903,37.373622351314495,113.52824452905274,1.712325982987675,16.702029379756134,34.78483821589205,48.472686002885204,4.6407886499854625,1.1700586771671548,3.5016385006778616,9.479385311271937,0.5135437389051163,13.7800611949578,4.045823488744883,3.4512877988977633,106.59613643957432,7.9815787622784065,28.418748167447664,3.575708971640036,45.27778129333058,2.1370421386385927,124.84597973753596,54.41469692128263,0.7924003426018847,0.018433917898480423,3.1907277994638683,19.603700188088037,38.705799603146616,6.644033592264645
699,"Cheese, parmesan, from cows' milk, ungrated",100.0,630.5095390392539,3.147073704357989,1435.6079137952966,1.272918207687387,156.31274449466105,4.831322075488619,25.789524209285425,60.659988996269774,41.16333366904896,2.2890022559693275,0.25700393191747806,1.0556839071292659,27.685283361413394,0.43159458797428535,33.61093259875491,11.619178242757192,0.5066447159732568,143.8951090790623,5.371803273469757,7.116857866919347,1.0213497264875695,2.553057207518608,8.343498885339148,703.3309769087945,67.99248397864432,0.3556992382437401,0.16857234624396547,2.7550121685821245,24.416082542026356,1062.09139003875,8.777707097683493
257,"Wine, red, (14% alcohol by volume), Merlot",100.0,173.9139070378669,3.8015371845718255,357.0446813623273,6.175150804762274,166.63225047690423,0.2614719355710091,7.799581224752391,71.38529260550644,15.251581787330123,1.39888231068405,2.7340764197040115,3.4590033974276606,8.67873807854327,0.36552340847708836,78.12333406886388,1.6977796406853274,2.4099972600342245,98.91132317652419,3.804049965955571,41.726446603451336,2.7782314741147274,0.9274922704661169,1.7348911709696397,39.37596608659629,13.011103049984136,0.36077342201172,0.0698393361812215,3.073043683585307,41.96568574362779,78.76479608266716,0.7220553853271496
932,"Noodle, chow mein, combination, Chinese",100.0,419.9754650953835,8.496727197992824,278.0489734123782,9.670987866730753,121.28148481328526,1.8450975382689538,1.5178295284723737,293.4251194034661,51.332600525456705,0.4161000235702319,1.5755970013808789,4.973881207674075,6.511848108776095,0.028713116783178727,78.8043715146284,4.20614245990215,5.863425422866054,21.621708749031693,3.0300341834171154,37.97245533906125,1.2889198386779515,8.897952324867438,9.532161271551299,39.86039367117434,30.070016803003114,0.21359540754673914,,0.03659022511486165,4.540997665925936,32.45303219529235,6.840732986695192
395,"Rice milk, Rice Drink Original, Rice Dream, fortified",100.0,313.95759673310823,4.438993441414677,190.30042960259212,11.113142493604487,9.186313502588174,2.577780836009696,1.872705033458544,45.22490110983298,11.934730980017218,1.3539821138625623,2.5143173075703964,0.3416565904412716,3.0415130250611084,1.4316068440037375,98.21202955562968,2.9584750940330067,1.976477850412322,289.2148347420144,10.3750019882357,66.41334691526748,0.45867801632340144,3.233429579028299,10.389416279943646,20.497529297274248,12.744521208975499,0.5226418004072293,0.36676670547680523,0.3823580142725298,8.328998335247153,131.12323262292182,3.128410089615119
1073,"Flounder, flesh, baked",100.0,16.62692321025031,4.759510342365717,567.4857558731036,0.2832117106389637,573.6450886030525,1.7836554148154933,9.00329069883734,52.53281318974388,8.09458314361011,1.3464946522012926,0.627719056021347,5.663196711651732,29.940310644519425,0.7290585712010571,74.46731494628399,2.6160961184278935,4.8303270583748255,21.99860561846277,1.5669964492407762,68.07273330795019,0.9712077449963712,3.530819763697239,3.833020460825743,296.90015995674304,92.53199729599237,0.2208446575565723,,0.9681199419846611,71.36541065550266,70.17222032392272,13.410523047197467
2196,"Potato, fries, shoestring cut, frozen, precooked in polyunsaturated oil, baked",100.0,49.019722958856505,,783.0050019259265,41.484235966942165,432.14085344145127,1.8606267321307577,6.547990924583733,44.252859347102785,34.50007210768675,1.240963664246271,1.4511542400840398,2.285190615349379,1.5419921848780205,1.0397414633347384,57.31174128717486,3.932084810691065,2.692784421039346,16.0463738488567,6.328145898574586,61.69626241858169,1.026310558532058,25.748371894401323,25.183031672809864,126.38812151636971,44.1447716307437,0.2390256338470502,,4.316066493197168,9.754629656334355,59.486096999018926,8.546990442974097
1405,"Lamb, forequarter & hindquarter assorted cuts, separable lean & fat, cooked",100.0,407.7723426455109,6.125568857865509,1077.2573013228357,0.6008757570515891,333.5961072934316,4.856728610923552,23.501195159162602,112.25287068581129,14.171033711601138,4.011253587268083,2.2393515013446845,3.370022617802328,25.3054250164636,2.3912630479672705,57.58203987697147,1.3906658089650143,1.0546992781395441,100.09788790500694,10.963044190125457,62.299180382983614,2.878487512055136,9.250255934517108,1.2998914092849505,260.6430086567068,22.76771347990053,0.15353480083852736,0.10442802939681972,0.8562764710016528,8.367513040102423,54.88527575028111,9.98639271670845
1115,"Tarakihi, flesh, deep fried",100.0,69.35911812193689,2.9953763493757175,693.3625225637028,1.0056872453802193,633.2069075041148,2.29684023183669,18.067012701148414,131.41950253280152,79.33436833406373,2.5791075752817503,0.5911513963779937,0.46348606751990207,19.67481679782518,1.2951454554411632,73.40284279686952,5.185896467852768,12.367785404570329,0.9144221617331034,4.024289043509279,75.89069593441167,1.0990232184627913,8.429276589540358,4.219716174354838,302.2688341666332,147.0387286571191,0.27348704723778383,1.0641142769797263,3.5673539077540966,52.85699566146122,5.796729495102014,8.841995039324777
508,"Sultana Bran, Kellogg's, fortified",100.0,539.119863724453,,1361.1838373574901,43.207140132921275,647.9362211566284,3.840475689197945,6.340602827278888,41.45450908501606,13.53344038965486,5.07817066699117,0.21898077577774033,2.6289177292410373,15.87514037984172,1.1107625022809837,6.201703042017073,0.5524323693990696,0.4860625180014467,19.440532163992064,22.27830505668563,382.2035691846472,18.95892177173482,46.58762386472091,2.9477376506598096,409.6960747434702,0.549050366787518,2.0175975452359536,,2.321379105227069,12.776503713574069,6.638513675710264,10.489915772957549
1697,"Omelette, plain, cooked",100.0,951.7182200604161,0.5063610755975061,708.476635202337,4.601553763909276,146.91273128239203,1.2876569864248333,12.282978217257373,26.599060047813342,24.896346962360465,1.518884920246081,1.4366102855207328,5.51546867930036,14.229963624588066,0.6508716369691129,72.73986456673916,6.052076786936902,1.4177080851853117,101.1157000537979,0.010815887208432962,66.2845550659583,1.8726665334686035,2.939387370673426,2.392200802587068,108.78128532606537,297.83866805718725,1.2070494403525744,0.2920014284373604,1.9731918088059714,1.6598044945951749,56.8671574474646,1.8494181406989152
85,"Bread, Tuscan Mixed Grain, Freya's",100.0,215.32754932595054,0.3014968029526015,958.0810672324549,36.41354381835635,78.5373403033848,1.0819152119115683,1.6664897700066108,49.46800435249326,18.087302517152967,2.5903152277764367,0.21846329845359783,0.47847705197192236,14.93119143141531,0.39735032282744287,29.37708279039697,5.447733439983041,0.9914536939894816,127.41751491928763,4.9840314934684535,90.03719184752862,4.68312525510324,26.90892208758651,0.23382483883261415,194.52310614780555,8.883757017324166,0.8372802324765376,2.2648285004204753,0.8329116433172665,1.211052027823035,136.79779770055302,0.3053962470619531
471,"Cluster Crisp, Sanitarium, fortified",100.0,676.576717281012,1.896244344481792,1535.8837649596946,34.68445984607142,261.8932304131892,0.4703982253605121,7.615308353467154,27.215553617053143,50.77946086397322,0.8430599345200251,0.48173991841639374,1.0847043993578045,9.910133635221673,1.3325006737645517,2.610478573286779,0.9136553439569493,2.7356017150616325,118.30148055349756,29.769425051784495,129.9134060334169,1.1562867367114413,52.249197955420954,8.473123519954408,107.16260954539557,13.24373865770288,0.6738425394481171,1.836266072812669,1.1546950096486506,4.694295590624936,13.821167223914472,0.3536723532709276
807,"Yoghurt, apricot, frozen, Tip Top",100.0,108.60382200848818,3.5048813485303527,249.5598312221681,8.65065497208766,62.97714260829954,0.3479367586472477,3.692857495669361,20.640417931303915,23.984493648713954,2.851111439745502,1.1217119995326859,0.8138248979557798,3.498822502049447,0.45699794498145213,79.88009949867956,0.5349408345099749,1.3325067992111193,95.86292000109853,15.540656225687737,40.80550965915599,0.010480205766702425,15.222015627444582,0.5491803200919455,27.971104317256106,18.23379177443038,1.0917263581408532,,0.5424343609956207,5.838576933582609,52.65555726800241,3.2182280929716174
1029,"Margarine, rice bran, Alfa One",100.0,330.67051608094573,20.39131732931505,3093.4997425611623,0.22838949620090482,0.4139428962359162,0.11847165137378698,88.74536275302017,618.5146908108152,34.156290000598645,1.1265565667923794,0.6612446436443086,2.086939135471028,6.901677062665485,1.3490734456442366,18.900393886749647,23.897966906257878,2.081596565780191,165.72717806506148,11.14118046161165,28.05943652322754,1.1277731186788131,3.5321334138846576,5.950272984901191,72.60756530591101,1.6123640285681315,0.13311872717692116,0.7471906764346288,1.6893763119698497,19.309631654028173,30.072423537120997,4.427848696841319
1651,"Nut, pecan, dried, raw",100.0,198.84659336807775,,2699.7001484516645,9.073028384732117,414.4961704065454,1.8846975803777815,66.90734873934014,39.10820278093837,9.424393776477189,5.258713107895292,0.13577896912564108,1.1666832914413903,11.271525182856534,0.07084006190210446,11.02674921444838,22.004066270843296,4.853867041058558,90.28317319582447,16.887563360045107,94.76457756201124,10.104715849198318,23.949098874567273,9.261739459869668,299.44398222459137,2.619060098342526,0.5139095568318531,,3.115220142429395,6.546781581539154,68.20898349317282,3.588122534924569
425,"Soft drink, lemon flavour, reduced sugar",100.0,83.96305438951097,3.2547641064471224,53.085563020591906,0.702980838931483,5.111725879093466,0.3213800641824533,0.47164911257040304,27.977532086029488,21.128044278997745,2.1063072806776226,0.4289063613036871,1.023664927179522,0.5742184605392796,0.5406467688137013,74.6280167867965,2.8202852807498338,3.1249405876868908,30.55501611793968,4.618687890695645,15.096043385423542,2.381313001096266,14.858270399624168,2.568494484767693,3.854978986538518,18.3568718482524,0.7615463007379402,0.19179577166439116,2.1168567125099202,13.02533838686034,3.2837932396357226,2.6521898807129896
579,"Oats, Traditional Wholegrain Oats, Harraways",100.0,51.85561290487032,6.425167727833825,1386.3790377801786,58.52485497014402,409.010044196897,0.9421825388827736,6.7939551656865635,194.71437929959907,65.24510876309398,6.925657404218355,0.583970025516912,1.2927988523651222,8.585837645945308,0.8627068515492198,14.921416542485202,1.54321678079461,3.6571975725778056,10.973257187455165,5.240975763723957,46.70345647673828,11.58059187932353,41.21280250574753,6.677161259618703,448.9909095434807,10.265623186761372,1.3270836088468498,0.16246679023493518,0.47260168631569527,2.9422266047412853,113.8501706026845,2.6038163110555286
